Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,2, 266520142, 1,60,0.000997781753540039, 0.0019943714141845703, 11, 16, 11, 13, 3, 13
2,12345678,2, 2143958000, 1,60,0.0009970664978027344, 0.000997781753540039, 8, 11, 8, 11, 1, 12
3,12345678,2, 962516356, 1,60,0.000997304916381836, 0.0010030269622802734, 7, 13, 7, 13, 1, 8
4,12345678,2, 1941505618, 1,60,0.0009968280792236328, 0.000997781753540039, 16, 20, 16, 20, 1, 22
5,12345678,2, 185042423, 1,60,0.0, 0.0019931793212890625, 13, 19, 13, 19, 1, 13
6,12345678,2, 629522215, 1,60,0.0009987354278564453, 0.0019593238830566406, 23, 31, 23, 31, 1, 19
7,12345678,2, 994273995, 1,60,0.0009992122650146484, 0.001993417739868164, 16, 23, 16, 23, 1, 19
8,12345678,2, 1438949021, 1,60,0.0, 0.000997781753540039, 14, 19, 14, 19, 1, 13
9,12345678,2, 1928679399, 1,60,0.0010306835174560547, 0.001997232437133789, 19, 22, 19, 22, 1, 18
10,12345678,2, 76994015, 1,60,0.0009713172912597656, 0.0, 6, 8, 6, 8, 1, 7
11,12345678,2, 1722396953, 1,60,0.0009949207305908203, 0.0009982585906982422, 10, 11, 10, 11, 1, 11
12,12345678,2, 1079816740, 1,60,0.0019941329956054688, 0.0009982585906982422, 11, 14, 11, 14, 2, 15
13,12345678,2, 293837250, 1,60,0.0009946823120117188, 0.0009515285491943359, 9, 13, 9, 13, 1, 11
14,12345678,2, 1409182841, 1,60,0.0009970664978027344, 0.0019941329956054688, 10, 14, 10, 14, 1, 16
15,12345678,2, 588840330, 1,60,0.000997781753540039, 0.000997781753540039, 10, 13, 10, 13, 1, 10
16,12345678,2, 729466455, 1,60,0.0, 0.0019989013671875, 22, 30, 22, 30, 1, 18
17,12345678,2, 762661663, 1,60,0.0009970664978027344, 0.0010342597961425781, 13, 16, 13, 16, 1, 17
18,12345678,2, 378966013, 1,60,0.000995635986328125, 0.0019941329956054688, 13, 20, 13, 20, 1, 16
19,12345678,2, 2014132524, 1,60,0.0, 0.0009961128234863281, 10, 13, 10, 13, 1, 11
20,12345678,2, 1122875773, 1,60,0.0020303726196289062, 0.000995635986328125, 13, 18, 13, 18, 3, 14
21,12345678,2, 668803729, 1,60,0.0, 0.0, 6, 7, 6, 7, 1, 8
22,12345678,2, 491322786, 1,60,0.0, 0.0009968280792236328, 9, 13, 9, 13, 1, 12
23,12345678,2, 1711068518, 1,60,0.0, 0.001958608627319336, 17, 20, 17, 20, 1, 16
24,12345678,2, 1672179890, 1,60,0.0009942054748535156, 0.001995086669921875, 18, 25, 18, 25, 1, 18
25,12345678,2, 1331137613, 1,60,0.0, 0.0, 4, 5, 4, 5, 1, 5
26,12345678,2, 731743015, 1,60,0.0009627342224121094, 0.0029993057250976562, 15, 19, 15, 19, 1, 19
27,12345678,2, 412241680, 1,60,0.000995635986328125, 0.0019953250885009766, 15, 18, 15, 18, 1, 20
28,12345678,2, 2029031526, 1,60,0.000997304916381836, 0.0010104179382324219, 14, 20, 14, 20, 1, 13
29,12345678,2, 1249814990, 1,60,0.0, 0.0019953250885009766, 12, 17, 12, 17, 1, 15
30,12345678,2, 1485519415, 1,60,0.002993345260620117, 0.0029942989349365234, 24, 32, 24, 32, 2, 33

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.0008311271667480469, 100.0%, 12.933333333333334 to 17.333333333333332, 1.0
ODA-queue, 0.001427936553955078, 100.0%, 12.933333333333334 to 17.233333333333334, 1.7180722891566265
