Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,21, 266520142, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,21, 1951910396, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,21, 263431969, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,21, 1041337381, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,21, 114566794, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,21, 1383064053, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,21, 1536944479, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,21, 1751613090, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,21, 949975574, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,21, 866943782, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,21, 1842589577, 0,300,5.925941467285156, -1, 103, 103, -1, -1, 2592, -1
12,12345678,21, 1129398600, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,21, 1256026780, 0,300,44.70868420600891, -1, 100, 100, -1, -1, 10896, -1
14,12345678,21, 9118792, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,21, 94422253, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,21, 606640353, 0,300,-1, -1, -1, -1, -1, -1, -1, -1
