Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,5, 2860400082546247624, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,5, 7979217812457787832, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,5, 8846883166551609107, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,5, 8049791939259525308, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,5, 5042130484514258646, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,5, 9115975502324309871, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,5, 3260550041995481067, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,5, 8195454687816520732, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,5, 7802280217590946298, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,5, 8136113668594179846, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,5, 5847153756190861136, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,5, 5585181426162185756, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,5, 4364412296262814464, 4,60,29.07924175262451, -1, 2886, 5098, -1, -1, 2, -1
14,12345678,5, 3885872597368059292, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,5, 8474154999168651522, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,5, 4301802577973354096, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,5, 486913355792448317, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,5, 268217572727375006, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,5, 9102303243708873436, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,5, 2918346981987024600, 4,60,98.85753273963928, -1, 3290, 5842, -1, -1, 8, -1
21,12345678,5, 2064804653413691616, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,5, 4842769119878840296, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,5, 8603537652680999237, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,5, 4056894426569193305, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,5, 558081268819920232, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,5, 1975755670320725913, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,5, 2408971718000072554, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,5, 6999051538447533360, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,5, 646692665440468530, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,5, 2028136959657104051, 4,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 4.2645591497421265, 6.666666666666667%, 205.86666666666667 to 364.6666666666667, -1
ODA-queue, 0.0, 0.0%, 0.0 to 0.0, -1
