Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,8, 6125003557001260468, 4,60,0.17592382431030273, -1, 101, 150, -1, -1, 14, -1
2,12345678,8, 4264149596833284353, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,8, 2203009054676204092, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,8, 1617152459463976180, 4,60,0.02935028076171875, -1, 104, 150, -1, -1, 12, -1
5,12345678,8, 2254613457385067612, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,8, 8850705528326462057, 4,60,52.37337636947632, -1, 100, 167, -1, -1, 1046, -1
7,12345678,8, 4997172440450025582, 4,60,0.07700657844543457, 1.3969812393188477, 87, 147, 87, 147, 41, 3438
8,12345678,8, 4574639080636476639, 4,60,0.5788407325744629, -1, 100, 153, -1, -1, 148, -1
9,12345678,8, 3017272958059184253, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,8, 1114847709434718478, 4,60,5.393921852111816, -1, 106, 183, -1, -1, 1112, -1
11,12345678,8, 7290747497139549733, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,8, 3144343810852026708, 4,60,17.38043475151062, -1, 115, 177, -1, -1, 3535, -1
14,12345678,8, 317090385904707809, 4,60,43.710325717926025, -1, 123, 199, -1, -1, 5459, -1
15,12345678,8, 8781693204712562173, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,8, 1413340437605707328, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,8, 6322772210795612106, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,8, 6503819336882219765, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,8, 1697629188298562714, 4,60,0.2026231288909912, 9.223613500595093, 80, 125, 80, 124, 5, 15665
20,12345678,8, 3029219161631794194, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
21,12345678,8, 7874882719529414362, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,8, 3243265012208811205, 4,60,0.16332197189331055, 50.78860020637512, 86, 140, 86, 146, 18, 58410
23,12345678,8, 2508482685311538482, 4,60,13.530792236328125, -1, 105, 152, -1, -1, 288, -1
24,12345678,8, 1946398760678291222, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,8, 6446193009368428082, 4,60,0.788844108581543, -1, 84, 136, -1, -1, 19, -1
26,12345678,8, 2808083351288349960, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,8, 1585170387359930699, 4,60,1.3385305404663086, -1, 129, 205, -1, -1, 45, -1
28,12345678,8, 3274657237209815414, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
29,12345678,8, 4531015015586537507, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,8, 8012024840141287936, 4,60,0.2579841613769531, 37.13295340538025, 118, 176, 118, 176, 34, 38526

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 4.535494144757589, 50.0%, 50.53333333333333 to 79.1, 1.3490528871265057
ODA-queue, 3.3619839429855345, 16.666666666666664%, 14.866666666666667 to 23.5, 1.0
