Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,10, 2860400082546247624, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,10, 4976463873595163514, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,10, 4936932549103350882, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,10, 6981708424660318531, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,10, 2320650165251741120, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,10, 1417621369196467051, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,10, 29094717898008140, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,10, 7304542060977921606, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
9,12345678,10, 4555146733556152940, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,10, 6417362366247906755, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,10, 6001358367036400939, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,10, 8002432002298492195, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,10, 8583968979992938937, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,10, 3082134392612504229, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,10, 2973083028977108869, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,10, 1373922755970522991, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,10, 7971931271299684504, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,10, 8546706971944748130, 4,60,-1, -1, -1, -1, -1, -1, -1, -1
