Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,4, 266520142, 0,60,0.0019948482513427734, 0.006986856460571289, 19, 19, 19, 19, 2, 36
2,12345678,4, 2063731658, 0,60,0.007978439331054688, 0.026960134506225586, 30, 30, 30, 30, 8, 125
3,12345678,4, 923845208, 0,60,0.005979776382446289, 0.017952442169189453, 18, 18, 18, 18, 6, 86
4,12345678,4, 1129643810, 0,60,0.0009987354278564453, 0.007980823516845703, 23, 23, 23, 23, 1, 42
5,12345678,4, 1040418256, 0,60,0.0009968280792236328, 0.004992246627807617, 19, 19, 19, 19, 1, 30
6,12345678,4, 476172785, 0,60,0.0010023117065429688, 0.0069544315338134766, 16, 16, 16, 16, 1, 31
7,12345678,4, 181018846, 0,60,0.0, 0.001994609832763672, 6, 6, 6, 6, 1, 11
8,12345678,4, 1547700381, 0,60,0.0019578933715820312, 0.006982564926147461, 24, 24, 24, 24, 1, 33
9,12345678,4, 1418853338, 0,60,0.0019948482513427734, 0.0069811344146728516, 20, 20, 20, 20, 1, 38
10,12345678,4, 1437731272, 0,60,0.001995086669921875, 0.006032705307006836, 24, 24, 24, 24, 1, 33
11,12345678,4, 729633334, 0,60,0.001947641372680664, 0.00797891616821289, 32, 32, 32, 32, 1, 42
12,12345678,4, 1862701835, 0,60,0.000997304916381836, 0.002992391586303711, 9, 9, 9, 9, 1, 13
13,12345678,4, 1940492559, 0,60,0.009919881820678711, 0.02496647834777832, 30, 30, 30, 30, 4, 122
14,12345678,4, 732041901, 0,60,0.0009965896606445312, 0.003991127014160156, 15, 15, 15, 15, 1, 21
15,12345678,4, 567884738, 0,60,0.0020029544830322266, 0.006995439529418945, 29, 29, 29, 29, 1, 41
16,12345678,4, 784285683, 0,60,0.0009968280792236328, 0.003991603851318359, 18, 18, 18, 18, 1, 22
17,12345678,4, 107162369, 0,60,0.0, 0.002996683120727539, 14, 14, 14, 14, 1, 20
18,12345678,4, 1011375628, 0,60,0.000972747802734375, 0.010006189346313477, 15, 15, 15, 15, 1, 46
19,12345678,4, 1704167340, 0,60,0.0009987354278564453, 0.003987312316894531, 16, 16, 16, 16, 1, 22
20,12345678,4, 906243277, 0,60,0.0009942054748535156, 0.005930900573730469, 20, 20, 20, 20, 1, 29
21,12345678,4, 1195888909, 0,60,0.001997232437133789, 0.005962848663330078, 18, 18, 18, 18, 2, 35
22,12345678,4, 2024885912, 0,60,0.002991199493408203, 0.012964725494384766, 26, 26, 26, 26, 3, 68
23,12345678,4, 1042414496, 0,60,0.000997304916381836, 0.00399017333984375, 14, 14, 14, 14, 1, 20
24,12345678,4, 1774676627, 0,60,0.001992940902709961, 0.005948066711425781, 21, 21, 21, 21, 2, 30
25,12345678,4, 333696400, 0,60,0.004987001419067383, 0.010970354080200195, 24, 24, 24, 24, 6, 51
26,12345678,4, 1625728263, 0,60,0.001992940902709961, 0.005986928939819336, 16, 16, 16, 16, 2, 28
27,12345678,4, 1537709391, 0,60,0.0009980201721191406, 0.005002498626708984, 16, 16, 16, 16, 2, 24
28,12345678,4, 1298643626, 0,60,0.006981372833251953, 0.02094411849975586, 29, 29, 29, 29, 4, 99
29,12345678,4, 493207919, 0,60,0.003989696502685547, 0.03191542625427246, 23, 23, 23, 23, 4, 161
30,12345678,4, 803269177, 0,60,0.002992868423461914, 0.006980419158935547, 26, 26, 26, 26, 2, 40

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.0024882078170776365, 100.0%, 20.333333333333332 to 20.333333333333332, 1.0
ODA-queue, 0.00927735169728597, 100.0%, 20.333333333333332 to 20.333333333333332, 3.7285276710456134
