Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,8, 8601543762197903448, 0,60,0.8610959053039551, 40.674840688705444, 3420, 3420, 3420, 3420, 3, 9757
2,12345678,8, 234638006308486395, 0,60,0.5348601341247559, 16.486241102218628, 3057, 3057, 3057, 3057, 4, 6974
3,12345678,8, 5892410889491114509, 0,60,15.45782732963562, 22.622752904891968, 2189, 2189, 2189, 2189, 2, 6694
4,12345678,8, 3345047842111890650, 0,60,0.24906635284423828, 15.028466701507568, 2683, 2683, 2683, 2683, 1, 6828
5,12345678,8, 5598477441362244872, 0,60,-1, 6.24058985710144, -1, -1, 2741, 2741, -1, 5095
6,12345678,8, 821841994364020630, 0,60,0.8778731822967529, 10.897615194320679, 2685, 2685, 2685, 2685, 5, 5942
7,12345678,8, 4616181526957390605, 0,60,1.0632877349853516, -1, 2957, 2957, -1, -1, 7, -1
8,12345678,8, 4138061723304562981, 0,60,0.44524645805358887, 27.345759868621826, 2381, 2381, 2381, 2381, 2, 7852
9,12345678,8, 7566367119881730879, 0,60,0.8080756664276123, 20.276683568954468, 3103, 3103, 3103, 3103, 5, 6956
10,12345678,8, 8356064986215917018, 0,60,1.226184368133545, -1, 3006, 3006, -1, -1, 4, -1
11,12345678,8, 5295502068012973186, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,8, 4899484126527007594, 0,60,22.25824785232544, -1, 4718, 4718, -1, -1, 64, -1
13,12345678,8, 258900540330791394, 0,60,0.3683009147644043, 36.88044857978821, 3226, 3226, 3226, 3226, 1, 9492
14,12345678,8, 1268748220322918686, 0,60,1.737743616104126, 46.45930099487305, 3820, 3820, 3820, 3820, 6, 10066
15,12345678,8, 8552073793420938214, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
16,12345678,8, 9126348407533795978, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,8, 8721425699214099938, 0,60,3.2439255714416504, -1, 3277, 3277, -1, -1, 10, -1
18,12345678,8, 1242356877445996806, 0,60,0.7176315784454346, 19.374922037124634, 2821, 2821, 2821, 2821, 4, 7851
19,12345678,8, 6004050421673530810, 0,60,1.1576526165008545, 18.685619831085205, 4047, 4047, 4047, 4047, 5, 8409
20,12345678,8, 3554690677535521075, 0,60,23.949618577957153, -1, 3450, 3450, -1, -1, 80, -1
21,12345678,8, 1853045459429861800, 0,60,0.18764781951904297, 11.771371841430664, 2062, 2062, 2062, 2062, 1, 6328
22,12345678,8, 5808700919219330565, 0,60,1.6196818351745605, -1, 4165, 4165, -1, -1, 7, -1
23,12345678,8, 1138952892068470306, 0,60,31.572880744934082, -1, 3866, 3866, -1, -1, 73, -1
24,12345678,8, 3705300056367775066, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,8, 8282121659731843141, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,8, 6408132433089407403, 0,60,20.42194104194641, -1, 4132, 4132, -1, -1, 66, -1
27,12345678,8, 9140968050799327444, 0,60,0.5694892406463623, 33.37087368965149, 3660, 3660, 3660, 3660, 2, 9766
28,12345678,8, 8496706755126085840, 0,60,0.5196168422698975, 30.507762908935547, 3119, 3119, 3119, 3119, 2, 8053
29,12345678,8, 8531649626107749790, 0,60,1.0307443141937256, 22.68283438682556, 2567, 2567, 2567, 2567, 6, 8521
30,12345678,8, 2496160378033322987, 0,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 4.362621323267619, 76.66666666666667%, 2480.366666666667 to 2480.366666666667, 1.0
ODA-queue, 12.643536138534547, 53.333333333333336%, 1586.0333333333333 to 1586.0333333333333, 2.898151180599029
