Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,1,10,10637327,True,0.5,0.02592158317565918,0.08121252059936523,1,61,78,17,68,64,68,4,uniform,66,Min Worst Case,Increased True Cost,-2,54,82
Open Map,96372106,1,10,10637328,True,0.5,0.7750463485717773,0.049741506576538086,1,68,85,17,78,73,77,4,uniform,76,Min Worst Case,Increased True Cost,-2,59,88
Open Map,96372106,1,10,10637329,True,0.5,0.03649544715881348,0.04638051986694336,1,63,85,22,70,70,76,6,uniform,71,Min Worst Case,Reduced True Cost,1,58,91
Open Map,96372106,1,10,10637330,True,0.5,1.8081388473510742,0.43943095207214355,1,78,94,16,85,88,88,0,uniform,88,Min Worst Case,Reduced True Cost,3,67,94
Open Map,96372106,1,10,10637331,True,0.5,0.6219029426574707,0.030495405197143555,1,60,76,16,64,63,65,2,uniform,64,Min Worst Case,No Change,0,52,73
Open Map,96372106,1,10,10637332,True,0.5,0.01931595802307129,0.01229715347290039,1,50,68,18,59,55,60,5,uniform,58,Min Worst Case,Increased True Cost,-1,46,67
Open Map,96372106,1,10,10637333,True,0.5,0.0996239185333252,0.06422805786132812,1,67,83,16,74,73,74,1,uniform,73,Min Worst Case,Increased True Cost,-1,59,88
Open Map,96372106,1,10,10637334,True,0.5,1.0349268913269043,0.03928780555725098,1,75,93,18,84,78,85,7,uniform,83,Min Worst Case,Increased True Cost,-1,63,96
Open Map,96372106,1,10,10637335,True,0.5,0.04448866844177246,0.09350728988647461,1,59,74,15,68,67,68,1,uniform,68,Min Worst Case,No Change,0,53,76
Open Map,96372106,1,10,10637336,True,0.5,2.265169858932495,0.18614602088928223,1,85,108,23,96,94,100,6,uniform,95,Min Worst Case,Increased True Cost,-1,75,117
Open Map,96372106,1,10,10637337,True,0.5,0.02227187156677246,0.03808903694152832,1,57,73,16,66,58,62,4,uniform,61,Min Worst Case,Increased True Cost,-5,51,79
Open Map,96372106,1,10,10637338,True,0.5,0.06292510032653809,0.038197994232177734,1,67,86,19,74,73,76,3,uniform,74,Min Worst Case,No Change,0,61,94
Open Map,96372106,1,10,10637339,True,0.5,0.741891622543335,0.154799222946167,1,81,99,18,90,97,100,3,uniform,97,Min Worst Case,Reduced True Cost,7,68,107
Open Map,96372106,1,10,10637340,True,0.5,3.088684558868408,0.029015779495239258,1,66,80,14,70,71,72,1,uniform,72,Min Worst Case,Reduced True Cost,2,57,76
Open Map,96372106,1,10,10637341,True,0.5,0.1814258098602295,0.06031155586242676,1,58,75,17,65,63,65,2,uniform,64,Min Worst Case,Increased True Cost,-1,51,74
Open Map,96372106,1,10,10637342,True,0.5,0.025750160217285156,0.0626375675201416,1,67,84,17,74,71,73,2,uniform,71,Min Worst Case,Increased True Cost,-3,61,93
Open Map,96372106,1,10,10637343,True,0.5,0.04411578178405762,0.1693122386932373,1,60,79,19,68,66,67,1,uniform,67,Min Worst Case,Increased True Cost,-1,55,81
Open Map,96372106,1,10,10637344,True,0.5,1.1647906303405762,0.09662508964538574,1,71,89,18,80,77,78,1,uniform,78,Min Worst Case,Increased True Cost,-2,59,89
Open Map,96372106,1,10,10637345,True,0.5,0.17632460594177246,0.2954566478729248,1,80,101,21,90,91,92,1,uniform,91,Min Worst Case,Reduced True Cost,1,74,108
Open Map,96372106,1,10,10637296,False,1.0,9.403969049453735,0.01123189926147461,1,62,80,18,80,80,80,0,max,80,Min Best Case,No Change,0,57,86
Open Map,96372106,1,10,10637297,False,1.0,2.8220953941345215,0.010393857955932617,1,69,91,22,91,91,91,0,max,91,Min Best Case,No Change,0,63,89
Open Map,96372106,1,10,10637298,False,1.0,0.9474515914916992,0.009593963623046875,1,70,88,18,88,88,88,0,max,88,Min Best Case,No Change,0,63,84
Open Map,96372106,1,10,10637299,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637300,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637301,False,1.0,0.349956750869751,0.010610818862915039,1,54,77,23,77,77,77,0,max,77,Min Best Case,No Change,0,50,73
Open Map,96372106,1,10,10637302,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637303,False,1.0,0.051583290100097656,0.008088350296020508,1,56,75,19,75,75,75,0,max,75,Min Best Case,No Change,0,54,79
Open Map,96372106,1,10,10637304,False,1.0,0.0156707763671875,0.006468772888183594,1,46,65,19,65,65,65,0,max,65,Min Best Case,No Change,0,44,68
Open Map,96372106,1,10,10637305,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637306,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637307,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637308,False,1.0,3.330545425415039,0.011469125747680664,1,76,98,22,98,98,98,0,max,98,Min Best Case,No Change,0,72,104
Open Map,96372106,1,10,10637309,False,1.0,90.9947235584259,0.01080179214477539,1,73,96,23,96,94,94,0,max,94,Min Best Case,Increased True Cost,-2,67,100
Open Map,96372106,1,10,10637310,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637311,False,1.0,0.7342422008514404,0.009986162185668945,1,69,91,22,91,90,90,0,max,90,Min Best Case,Increased True Cost,-1,64,88
Open Map,96372106,1,10,10637312,False,1.0,0.29028820991516113,0.007602691650390625,1,56,70,14,70,70,70,0,max,70,Min Best Case,No Change,0,50,65
Open Map,96372106,1,10,10637313,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637314,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637315,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637316,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637317,False,1.0,1.080336332321167,0.011193037033081055,1,72,94,22,94,94,94,0,max,94,Min Best Case,No Change,0,68,98
Open Map,96372106,1,10,10637318,False,1.0,0.21072912216186523,0.007637500762939453,1,56,77,21,77,76,76,0,max,76,Min Best Case,Increased True Cost,-1,52,77
Open Map,96372106,1,10,10637319,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637320,False,1.0,0.03930091857910156,0.008253812789916992,1,59,78,19,78,78,78,0,max,78,Min Best Case,No Change,0,54,80
Open Map,96372106,1,10,10637321,False,1.0,9.358658790588379,0.008121967315673828,1,61,81,20,81,81,81,0,max,81,Min Best Case,No Change,0,55,81
Open Map,96372106,1,10,10637322,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637323,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637324,False,1.0,1.3308136463165283,0.00727081298828125,1,56,69,13,69,69,69,0,max,69,Min Best Case,No Change,0,51,70
Open Map,96372106,1,10,10637325,False,1.0,268.0815534591675,0.008980512619018555,1,60,84,24,84,84,84,0,max,84,Min Best Case,No Change,0,53,83
Open Map,96372106,1,10,10637326,False,1.0,24.84974718093872,0.011416912078857422,1,71,92,21,92,92,92,0,max,92,Min Best Case,No Change,0,65,94
Open Map,96372106,1,10,10637327,False,1.0,0.0968163013458252,0.0078105926513671875,1,58,79,21,79,78,78,0,max,78,Min Best Case,Increased True Cost,-1,54,82
Open Map,96372106,1,10,10637328,False,1.0,235.1942069530487,0.009524345397949219,1,65,85,20,85,85,85,0,max,85,Min Best Case,No Change,0,59,88
Open Map,96372106,1,10,10637329,False,1.0,2.648956775665283,0.010065078735351562,1,63,90,27,90,90,90,0,max,90,Min Best Case,No Change,0,58,91
Open Map,96372106,1,10,10637330,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637331,False,1.0,0.4473898410797119,0.007990360260009766,1,58,75,17,75,75,75,0,max,75,Min Best Case,No Change,0,52,73
Open Map,96372106,1,10,10637332,False,1.0,0.10075211524963379,0.0069277286529541016,1,50,68,18,68,67,67,0,max,67,Min Best Case,Increased True Cost,-1,46,67
Open Map,96372106,1,10,10637333,False,1.0,101.6694507598877,0.014292478561401367,1,66,89,23,89,87,87,0,max,87,Min Best Case,Increased True Cost,-2,59,88
Open Map,96372106,1,10,10637334,False,1.0,0.2797675132751465,0.008993387222290039,1,68,94,26,94,94,94,0,max,94,Min Best Case,No Change,0,63,96
Open Map,96372106,1,10,10637335,False,1.0,0.214630126953125,0.009789228439331055,1,59,74,15,74,74,74,0,max,74,Min Best Case,No Change,0,53,76
Open Map,96372106,1,10,10637336,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637337,False,1.0,0.07643508911132812,0.007942914962768555,1,54,74,20,74,73,73,0,max,73,Min Best Case,Increased True Cost,-1,51,79
Open Map,96372106,1,10,10637338,False,1.0,5.382346868515015,0.011255979537963867,1,65,86,21,86,86,86,0,max,86,Min Best Case,No Change,0,61,94
Open Map,96372106,1,10,10637339,False,1.0,250.03017377853394,0.013181686401367188,1,76,101,25,101,101,101,0,max,101,Min Best Case,No Change,0,68,107
Open Map,96372106,1,10,10637340,False,1.0,8.513285160064697,0.009843826293945312,1,65,84,19,84,84,84,0,max,84,Min Best Case,No Change,0,57,76
Open Map,96372106,1,10,10637341,False,1.0,0.2383592128753662,0.008916378021240234,1,55,71,16,71,71,71,0,max,71,Min Best Case,No Change,0,51,74
Open Map,96372106,1,10,10637342,False,1.0,7.43511700630188,0.008960247039794922,1,66,85,19,85,85,85,0,max,85,Min Best Case,No Change,0,61,93
Open Map,96372106,1,10,10637343,False,1.0,1.1125056743621826,0.00931859016418457,1,60,79,19,79,78,78,0,max,78,Min Best Case,Increased True Cost,-1,55,81
Open Map,96372106,1,10,10637344,False,1.0,24.917839527130127,0.012500286102294922,1,67,93,26,93,92,92,0,max,92,Min Best Case,Increased True Cost,-1,59,89
Open Map,96372106,1,10,10637345,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,max,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637296,False,1.0,9.403969049453735,0.010926961898803711,1,62,80,18,62,62,62,0,min,62,Min Best Case,No Change,0,57,86
Open Map,96372106,1,10,10637297,False,1.0,2.8220953941345215,0.009552955627441406,1,69,91,22,69,69,69,0,min,69,Min Best Case,No Change,0,63,89
Open Map,96372106,1,10,10637298,False,1.0,0.9474515914916992,0.009319782257080078,1,70,88,18,70,70,70,0,min,70,Min Best Case,No Change,0,63,84
Open Map,96372106,1,10,10637299,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637300,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637301,False,1.0,0.349956750869751,0.01139211654663086,1,54,77,23,54,54,54,0,min,54,Min Best Case,No Change,0,50,73
Open Map,96372106,1,10,10637302,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637303,False,1.0,0.051583290100097656,0.008108139038085938,1,56,75,19,56,56,56,0,min,56,Min Best Case,No Change,0,54,79
Open Map,96372106,1,10,10637304,False,1.0,0.0156707763671875,0.006467342376708984,1,46,65,19,46,46,46,0,min,46,Min Best Case,No Change,0,44,68
Open Map,96372106,1,10,10637305,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637306,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637307,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637308,False,1.0,3.330545425415039,0.011319160461425781,1,76,98,22,76,76,76,0,min,76,Min Best Case,No Change,0,72,104
Open Map,96372106,1,10,10637309,False,1.0,90.9947235584259,0.011302471160888672,1,73,96,23,73,73,73,0,min,73,Min Best Case,No Change,0,67,100
Open Map,96372106,1,10,10637310,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637311,False,1.0,0.7342422008514404,0.009710311889648438,1,69,91,22,69,69,69,0,min,69,Min Best Case,No Change,0,64,88
Open Map,96372106,1,10,10637312,False,1.0,0.29028820991516113,0.007535696029663086,1,56,70,14,56,56,56,0,min,56,Min Best Case,No Change,0,50,65
Open Map,96372106,1,10,10637313,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637314,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637315,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637316,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637317,False,1.0,1.080336332321167,0.010846138000488281,1,72,94,22,72,72,72,0,min,72,Min Best Case,No Change,0,68,98
Open Map,96372106,1,10,10637318,False,1.0,0.21072912216186523,0.007611751556396484,1,56,77,21,56,56,56,0,min,56,Min Best Case,No Change,0,52,77
Open Map,96372106,1,10,10637319,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637320,False,1.0,0.03930091857910156,0.008060693740844727,1,59,78,19,59,59,59,0,min,59,Min Best Case,No Change,0,54,80
Open Map,96372106,1,10,10637321,False,1.0,9.358658790588379,0.0077631473541259766,1,61,81,20,61,61,61,0,min,61,Min Best Case,No Change,0,55,81
Open Map,96372106,1,10,10637322,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637323,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637324,False,1.0,1.3308136463165283,0.006908893585205078,1,56,69,13,56,56,56,0,min,56,Min Best Case,No Change,0,51,70
Open Map,96372106,1,10,10637325,False,1.0,268.0815534591675,0.008582115173339844,1,60,84,24,60,60,60,0,min,60,Min Best Case,No Change,0,53,83
Open Map,96372106,1,10,10637326,False,1.0,24.84974718093872,0.010993003845214844,1,71,92,21,71,71,71,0,min,71,Min Best Case,No Change,0,65,94
Open Map,96372106,1,10,10637327,False,1.0,0.0968163013458252,0.007838726043701172,1,58,79,21,58,58,58,0,min,58,Min Best Case,No Change,0,54,82
Open Map,96372106,1,10,10637328,False,1.0,235.1942069530487,0.009671926498413086,1,65,85,20,65,65,65,0,min,65,Min Best Case,No Change,0,59,88
Open Map,96372106,1,10,10637329,False,1.0,2.648956775665283,0.01149892807006836,1,63,90,27,63,63,63,0,min,63,Min Best Case,No Change,0,58,91
Open Map,96372106,1,10,10637330,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637331,False,1.0,0.4473898410797119,0.0073893070220947266,1,58,75,17,58,58,58,0,min,58,Min Best Case,No Change,0,52,73
Open Map,96372106,1,10,10637332,False,1.0,0.10075211524963379,0.006885528564453125,1,50,68,18,50,50,50,0,min,50,Min Best Case,No Change,0,46,67
Open Map,96372106,1,10,10637333,False,1.0,101.6694507598877,0.010776042938232422,1,66,89,23,66,66,66,0,min,66,Min Best Case,No Change,0,59,88
Open Map,96372106,1,10,10637334,False,1.0,0.2797675132751465,0.009149789810180664,1,68,94,26,68,68,68,0,min,68,Min Best Case,No Change,0,63,96
Open Map,96372106,1,10,10637335,False,1.0,0.214630126953125,0.009053945541381836,1,59,74,15,59,59,59,0,min,59,Min Best Case,No Change,0,53,76
Open Map,96372106,1,10,10637336,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637337,False,1.0,0.07643508911132812,0.007818460464477539,1,54,74,20,54,54,54,0,min,54,Min Best Case,No Change,0,51,79
Open Map,96372106,1,10,10637338,False,1.0,5.382346868515015,0.010581254959106445,1,65,86,21,65,65,65,0,min,65,Min Best Case,No Change,0,61,94
Open Map,96372106,1,10,10637339,False,1.0,250.03017377853394,0.013319969177246094,1,76,101,25,76,76,76,0,min,76,Min Best Case,No Change,0,68,107
Open Map,96372106,1,10,10637340,False,1.0,8.513285160064697,0.009594202041625977,1,65,84,19,65,65,65,0,min,65,Min Best Case,No Change,0,57,76
Open Map,96372106,1,10,10637341,False,1.0,0.2383592128753662,0.008274555206298828,1,55,71,16,55,55,55,0,min,55,Min Best Case,No Change,0,51,74
Open Map,96372106,1,10,10637342,False,1.0,7.43511700630188,0.008621454238891602,1,66,85,19,66,66,66,0,min,66,Min Best Case,No Change,0,61,93
Open Map,96372106,1,10,10637343,False,1.0,1.1125056743621826,0.009323835372924805,1,60,79,19,60,60,60,0,min,60,Min Best Case,No Change,0,55,81
Open Map,96372106,1,10,10637344,False,1.0,24.917839527130127,0.012629508972167969,1,67,93,26,67,67,67,0,min,67,Min Best Case,No Change,0,59,89
Open Map,96372106,1,10,10637345,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,min,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637296,False,1.0,9.403969049453735,0.011177778244018555,1,62,80,18,70,70,70,0,uniform,70,Min Best Case,No Change,0,57,86
Open Map,96372106,1,10,10637297,False,1.0,2.8220953941345215,0.010046720504760742,1,69,91,22,81,81,81,0,uniform,81,Min Best Case,No Change,0,63,89
Open Map,96372106,1,10,10637298,False,1.0,0.9474515914916992,0.009573698043823242,1,70,88,18,77,77,77,0,uniform,77,Min Best Case,No Change,0,63,84
Open Map,96372106,1,10,10637299,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637300,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637301,False,1.0,0.349956750869751,0.010146141052246094,1,54,77,23,67,67,67,0,uniform,67,Min Best Case,No Change,0,50,73
Open Map,96372106,1,10,10637302,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637303,False,1.0,0.051583290100097656,0.008351325988769531,1,56,75,19,66,66,66,0,uniform,66,Min Best Case,No Change,0,54,79
Open Map,96372106,1,10,10637304,False,1.0,0.0156707763671875,0.006378889083862305,1,46,65,19,57,57,57,0,uniform,57,Min Best Case,No Change,0,44,68
Open Map,96372106,1,10,10637305,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637306,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637307,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637308,False,1.0,3.330545425415039,0.011519670486450195,1,76,98,22,85,85,85,0,uniform,85,Min Best Case,No Change,0,72,104
Open Map,96372106,1,10,10637309,False,1.0,90.9947235584259,0.011125564575195312,1,73,96,23,85,84,84,0,uniform,84,Min Best Case,Increased True Cost,-1,67,100
Open Map,96372106,1,10,10637310,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637311,False,1.0,0.7342422008514404,0.009877443313598633,1,69,91,22,83,82,82,0,uniform,82,Min Best Case,Increased True Cost,-1,64,88
Open Map,96372106,1,10,10637312,False,1.0,0.29028820991516113,0.0074732303619384766,1,56,70,14,57,57,57,0,uniform,57,Min Best Case,No Change,0,50,65
Open Map,96372106,1,10,10637313,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637314,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637315,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637316,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637317,False,1.0,1.080336332321167,0.011013984680175781,1,72,94,22,80,80,80,0,uniform,80,Min Best Case,No Change,0,68,98
Open Map,96372106,1,10,10637318,False,1.0,0.21072912216186523,0.007570505142211914,1,56,77,21,63,62,62,0,uniform,62,Min Best Case,Increased True Cost,-1,52,77
Open Map,96372106,1,10,10637319,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637320,False,1.0,0.03930091857910156,0.007960081100463867,1,59,78,19,68,68,68,0,uniform,68,Min Best Case,No Change,0,54,80
Open Map,96372106,1,10,10637321,False,1.0,9.358658790588379,0.00764012336730957,1,61,81,20,69,69,69,0,uniform,69,Min Best Case,No Change,0,55,81
Open Map,96372106,1,10,10637322,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637323,False,1.0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,uniform,-1,Min Best Case,No Change,0,-1,-1
Open Map,96372106,1,10,10637324,False,1.0,1.3308136463165283,0.007153034210205078,1,56,69,13,63,63,63,0,uniform,63,Min Best Case,No Change,0,51,70
Open Map,96372106,1,10,10637325,False,1.0,268.0815534591675,0.008684396743774414,1,60,84,24,67,67,67,0,uniform,67,Min Best Case,No Change,0,53,83
Open Map,96372106,1,10,10637326,False,1.0,24.84974718093872,0.011217594146728516,1,71,92,21,84,84,84,0,uniform,84,Min Best Case,No Change,0,65,94
Open Map,96372106,1,10,10637327,False,1.0,0.0968163013458252,0.008204460144042969,1,58,79,21,68,67,67,0,uniform,67,Min Best Case,Increased True Cost,-1,54,82
