Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,15, 8601543762197903448, 0,60,1.9543168544769287, -1, 5907, 5907, -1, -1, 5, -1
2,12345678,15, 4651200388182580825, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,15, 5072037742922708775, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
4,12345678,15, 6612708449084444800, 0,60,3.0815513134002686, -1, 6052, 6052, -1, -1, 7, -1
5,12345678,15, 7388737807389115113, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
6,12345678,15, 5232865311697884230, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,15, 5244517873772071696, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,15, 13473137011303984, 0,60,7.015772819519043, -1, 6777, 6777, -1, -1, 14, -1
9,12345678,15, 3699773379924943132, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,15, 8470308299680186487, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,15, 7465254894021970336, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,15, 3394828071752077158, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,15, 5556218347820418799, 0,60,1.624950647354126, -1, 5713, 5713, -1, -1, 7, -1
14,12345678,15, 4105018938595697646, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
15,12345678,15, 2714210866564577209, 0,60,24.30541729927063, -1, 6957, 6957, -1, -1, 32, -1
16,12345678,15, 8055413944603393514, 0,60,9.849907159805298, -1, 6690, 6690, -1, -1, 21, -1
17,12345678,15, 6910629706206250027, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,15, 3205932741619710697, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,15, 4600742163390845376, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
20,12345678,15, 2003512758156147160, 0,60,33.10695815086365, -1, 7086, 7086, -1, -1, 79, -1
21,12345678,15, 2690066987665451292, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
22,12345678,15, 6914000835077219193, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,15, 7265595388775579468, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,15, 5388356285513665221, 0,60,1.5110175609588623, -1, 5026, 5026, -1, -1, 8, -1
25,12345678,15, 8858863654717516917, 0,60,24.58043646812439, -1, 5968, 5968, -1, -1, 18, -1
26,12345678,15, 7369489899856053436, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,15, 356753235958050620, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,15, 2257635416258595065, 0,60,5.867224216461182, -1, 6324, 6324, -1, -1, 17, -1
29,12345678,15, 5852218336328248857, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,15, 8556591433945207927, 0,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 3.7632517496744793, 33.33333333333333%, 2083.3333333333335 to 2083.3333333333335, -1
ODA-queue, 0.0, 0.0%, 0.0 to 0.0, -1
