Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,4, 1002330110, 2,60,0.0019948482513427734, 0.02593064308166504, 38, 54, 38, 54, 1, 56
2,12345678,4, 478465891, 2,60,0.000997304916381836, 0.01600503921508789, 49, 68, 49, 68, 1, 38
3,12345678,4, 1109837068, 2,60,0.0030448436737060547, 0.009940862655639648, 47, 58, 47, 58, 2, 33
4,12345678,4, 520930706, 2,60,0.0009970664978027344, 0.018949031829833984, 36, 53, 36, 53, 1, 44
5,12345678,4, 1287255284, 2,60,0.003989458084106445, 0.014018774032592773, 29, 40, 29, 40, 2, 41
6,12345678,4, 1191248897, 2,60,0.0059583187103271484, 0.01992177963256836, 40, 54, 40, 53, 5, 46
7,12345678,4, 638806941, 2,60,0.0009992122650146484, 0.007967472076416016, 38, 46, 38, 46, 1, 29
8,12345678,4, 1139950333, 2,60,0.008972883224487305, 0.009929656982421875, 29, 37, 29, 37, 2, 35
9,12345678,4, 2101011851, 2,60,0.008976459503173828, 0.0359039306640625, 58, 76, 58, 76, 5, 116
10,12345678,4, 54160209, 2,60,0.0029726028442382812, 0.03492450714111328, 47, 64, 47, 64, 1, 71
11,12345678,4, 1410706786, 2,60,0.001991748809814453, 0.008963823318481445, 32, 41, 32, 41, 1, 31
12,12345678,4, 949193867, 2,60,0.02194046974182129, 0.05888104438781738, 47, 62, 47, 62, 6, 189
13,12345678,4, 235601731, 2,60,0.001993894577026367, 0.02492499351501465, 45, 62, 45, 62, 1, 57
14,12345678,4, 436004040, 2,60,0.0029935836791992188, 0.01695561408996582, 24, 33, 24, 33, 4, 57
15,12345678,4, 98877724, 2,60,0.0009999275207519531, 0.020941972732543945, 43, 58, 43, 58, 1, 52
16,12345678,4, 2020673336, 2,60,0.0049762725830078125, 0.05486249923706055, 50, 70, 50, 70, 2, 129
17,12345678,4, 936767088, 2,60,0.002981901168823242, 0.009945869445800781, 32, 43, 32, 45, 3, 32
18,12345678,4, 1442851999, 2,60,0.0019643306732177734, 0.024965763092041016, 35, 58, 35, 58, 1, 51
19,12345678,4, 1118182927, 2,60,0.00598454475402832, 0.038895606994628906, 32, 40, 32, 42, 5, 175
20,12345678,4, 1452624470, 2,60,0.001997232437133789, 0.021965742111206055, 47, 65, 47, 65, 1, 52
21,12345678,4, 1116440777, 2,60,0.22836709022521973, 0.7848997116088867, 46, 66, 46, 66, 53, 2719
22,12345678,4, 535862006, 2,60,0.0059626102447509766, 0.02888655662536621, 39, 54, 39, 54, 4, 111
23,12345678,4, 23861183, 2,60,0.006979227066040039, 0.05884408950805664, 37, 50, 37, 50, 4, 177
24,12345678,4, 1505577767, 2,60,0.028941869735717773, 0.036865234375, 32, 40, 32, 40, 3, 107
25,12345678,4, 1344740594, 2,60,0.009915590286254883, 0.06586027145385742, 39, 50, 39, 50, 8, 230
26,12345678,4, 1522735674, 2,60,0.03589940071105957, 0.013963937759399414, 44, 63, 44, 63, 2, 43
27,12345678,4, 237001296, 2,60,0.005972623825073242, 0.02195143699645996, 41, 54, 41, 54, 4, 75
28,12345678,4, 172683945, 2,60,0.0009932518005371094, 0.004985809326171875, 34, 40, 34, 40, 1, 24
29,12345678,4, 441984139, 2,60,0.0019626617431640625, 0.0050280094146728516, 18, 24, 18, 24, 1, 23
30,12345678,4, 1880968998, 2,60,0.012957096099853516, 0.05486655235290527, 48, 65, 48, 65, 5, 156

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 0.014155944188435873, 100.0%, 39.2 to 52.93333333333333, 1.0
ODA-queue, 0.05169820785522461, 100.0%, 39.2 to 53.03333333333333, 3.6520494265198766
