Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,13, 907208967269946619, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,13, 3775535016452140987, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,13, 1984699599781445905, 0,60,12.929977416992188, -1, 1707, 1707, -1, -1, 9, -1
4,12345678,13, 7423276763724600964, 0,60,1.692004919052124, 13.816675424575806, 1740, 1740, 1740, 1740, 9, 5459
5,12345678,13, 6341911576262699475, 0,60,1.5426466464996338, -1, 1685, 1685, -1, -1, 6, -1
6,12345678,13, 5831323868518913998, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,13, 6456662631262110735, 0,60,1.7167975902557373, -1, 2723, 2723, -1, -1, 21, -1
8,12345678,13, 2972065532417844514, 0,60,6.064971208572388, -1, 2032, 2032, -1, -1, 97, -1
9,12345678,13, 1714163177249649661, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,13, 8040863714053987062, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,13, 1274125905406584687, 0,60,0.8850524425506592, -1, 1784, 1784, -1, -1, 25, -1
12,12345678,13, 8872236311949315704, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,13, 4828261829157671365, 0,60,42.163596391677856, 33.50265145301819, 1950, 1950, 1950, 1950, 16, 23441
14,12345678,13, 265053681158844986, 0,60,0.8389379978179932, 14.385612487792969, 2319, 2319, 2319, 2319, 13, 6305
15,12345678,13, 5904641759768925760, 0,60,0.3957338333129883, 12.75169062614441, 1919, 1919, 1919, 1919, 7, 5471
16,12345678,13, 7358556365908662383, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,13, 7341103117166030014, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
18,12345678,13, 2706517291838676153, 0,60,0.5861129760742188, 8.331469058990479, 2504, 2504, 2504, 2504, 15, 5109
19,12345678,13, 2103161482874507257, 0,60,0.7731051445007324, 13.302086591720581, 2136, 2136, 2136, 2136, 13, 5993
20,12345678,13, 1203267447304117538, 0,60,1.171504020690918, -1, 1921, 1921, -1, -1, 15, -1
21,12345678,13, 2585967265360860589, 0,60,0.4604802131652832, 14.744394302368164, 2193, 2193, 2193, 2193, 8, 5905
22,12345678,13, 6952306766551902442, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,13, 2477661714484414565, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,13, 297516877706952780, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,13, 1223741087626307251, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,13, 4024744787294825389, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,13, 2343310213615760134, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,13, 8401756660622923617, 0,60,5.411350727081299, 15.663504838943481, 1826, 1826, 1826, 1826, 8, 6019
29,12345678,13, 7289322690297043092, 0,60,22.288265705108643, -1, 1833, 1833, -1, -1, 11, -1
30,12345678,13, 5330641014513758930, 0,60,0.6038002967834473, 48.68408918380737, 2149, 2149, 2149, 2149, 12, 32441

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 3.3174779176712037, 53.333333333333336%, 1080.7 to 1080.7, 1.0
ODA-queue, 5.839405798912049, 30.0%, 624.5333333333333 to 624.5333333333333, 1.7601943234670219
