Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,5, 1670793853, 1,60,0.6084299087524414, -1, 747, 995, -1, -1, 2, -1
2,12345678,5, 1497491015, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
3,12345678,5, 1953461167, 1,60,0.0747537612915039, 5.920201539993286, 629, 847, 629, 847, 1, 944
4,12345678,5, 1242676561, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
5,12345678,5, 1319242588, 1,60,23.570944786071777, -1, 597, 818, -1, -1, 42, -1
6,12345678,5, 1952803045, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
7,12345678,5, 989976540, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,5, 1658103332, 1,60,3.981384038925171, -1, 848, 1133, -1, -1, 16, -1
9,12345678,5, 241155936, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
10,12345678,5, 195520700, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
11,12345678,5, 124819650, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
12,12345678,5, 2091073793, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
13,12345678,5, 811330134, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
14,12345678,5, 456564242, 1,60,0.1725482940673828, 22.77113127708435, 725, 987, 725, 987, 1, 2028
15,12345678,5, 2049778899, 1,60,2.1502842903137207, -1, 762, 1037, -1, -1, 3, -1
16,12345678,5, 1133378087, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
17,12345678,5, 59740142, 1,60,0.13257980346679688, 11.325714111328125, 855, 1160, 855, 1160, 1, 1370
18,12345678,5, 78364876, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
19,12345678,5, 63252299, 1,60,1.1578826904296875, -1, 801, 1088, -1, -1, 5, -1
20,12345678,5, 548441837, 1,60,0.04089951515197754, 3.6761343479156494, 425, 579, 425, 579, 1, 735
21,12345678,5, 1961684203, 1,60,0.04488635063171387, 3.3111231327056885, 452, 626, 452, 626, 1, 705
22,12345678,5, 2008997917, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
23,12345678,5, 1953585531, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
24,12345678,5, 1538540792, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
25,12345678,5, 1424168851, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
26,12345678,5, 541898148, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
27,12345678,5, 884468553, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
28,12345678,5, 125503782, 1,60,0.1406567096710205, 16.736215353012085, 740, 1000, 740, 1000, 1, 1756
29,12345678,5, 748747744, 1,60,-1, -1, -1, -1, -1, -1, -1, -1
30,12345678,5, 1977891556, 1,60,-1, -1, -1, -1, -1, -1, -1, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 1.0691750049591064, 36.666666666666664%, 689.1818181818181 to 933.6363636363636, 1.0
ODA-queue, 2.1246839920679728, 20.0%, 637.6666666666666 to 866.5, 1.9872181656072638
