Experiment Number,Map Seed,Number of Agents, Agents Seed, Uncertainty,Timeout,CBS Time,ODA Queue Time, CCBS Min Cost, CCBS Max Cost, ODA Min Cost, ODA Max Cost, CCBS nodes expanded, ODA nodes expanded
1,12345678,14, 2948979839375608988, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
2,12345678,14, 5317298339399980159, 0,60,0.050025224685668945, -1, 67, 67, -1, -1, 41, -1
3,12345678,14, 6094764494081068462, 0,60,0.018407821655273438, 0.45432233810424805, 70, 70, 70, 70, 16, 465
4,12345678,14, 3980539960153243570, 0,60,20.202667474746704, -1, 72, 72, -1, -1, 7229, -1
5,12345678,14, 6348787171642860232, 0,60,0.9005129337310791, -1, 74, 74, -1, -1, 789, -1
6,12345678,14, 4059419523348546140, 0,60,0.20183658599853516, -1, 75, 75, -1, -1, 156, -1
7,12345678,14, 131301616674566750, 0,60,-1, -1, -1, -1, -1, -1, -1, -1
8,12345678,14, 5869845522555049043, 0,60,9.552186250686646, -1, 79, 79, -1, -1, 4715, -1
9,12345678,14, 8694976722060665367, 0,60,0.013914346694946289, -1, 75, 75, -1, -1, 12, -1
10,12345678,14, 6159550056372280006, 0,60,0.014285802841186523, 29.816057920455933, 78, 78, 78, 78, 10, 28036
11,12345678,14, 6426706354523716054, 0,60,0.019247055053710938, 3.90694260597229, 76, 76, 76, 76, 18, 3496
12,12345678,14, 2556246785178216561, 0,60,0.03864598274230957, -1, 67, 67, -1, -1, 32, -1
13,12345678,14, 1211819082618801987, 0,60,0.07609939575195312, -1, 78, 78, -1, -1, 79, -1
14,12345678,14, 8048873751319471218, 0,60,0.02114391326904297, 1.3111448287963867, 71, 71, 71, 71, 17, 1293
15,12345678,14, 5690865474176387718, 0,60,0.6164498329162598, -1, 70, 70, -1, -1, 191, -1
16,12345678,14, 4086231734979728425, 0,60,0.00965738296508789, 2.5814242362976074, 58, 58, 58, 58, 10, 2427
17,12345678,14, 222679264378444191, 0,60,0.01768660545349121, 10.022090673446655, 72, 72, 72, 72, 8, 9450
18,12345678,14, 7778016118180525059, 0,60,24.550468921661377, -1, 81, 81, -1, -1, 6350, -1
19,12345678,14, 4453963369137494478, 0,60,0.016026735305786133, 0.3592054843902588, 75, 75, 75, 75, 8, 311
20,12345678,14, 4134768118680682603, 0,60,4.31744909286499, -1, 89, 89, -1, -1, 2481, -1
21,12345678,14, 7790519244021619024, 0,60,0.17562532424926758, 45.26895475387573, 70, 70, 70, 70, 224, 44885
22,12345678,14, 1252608606827328996, 0,60,0.17591047286987305, -1, 93, 93, -1, -1, 135, -1
23,12345678,14, 7875379570676884831, 0,60,0.07104635238647461, 24.413949489593506, 88, 88, 88, 88, 64, 19648
24,12345678,14, 5868824540932880614, 0,60,0.03796958923339844, -1, 57, 57, -1, -1, 43, -1
25,12345678,14, 7675363726795790045, 0,60,0.05510425567626953, 28.56204581260681, 74, 74, 74, 74, 52, 25040
26,12345678,14, 9083934555365143076, 0,60,0.03218722343444824, -1, 79, 79, -1, -1, 27, -1
27,12345678,14, 3643005352915210522, 0,60,0.012563705444335938, -1, 69, 69, -1, -1, 13, -1
28,12345678,14, 4572923572781783479, 0,60,0.028809070587158203, -1, 85, 85, -1, -1, 26, -1
29,12345678,14, 6659139158127870659, 0,60,0.958935022354126, -1, 74, 74, -1, -1, 446, -1
30,12345678,14, 5222335445322036232, 0,60,0.028391122817993164, -1, 80, 80, -1, -1, 26, -1

Algorithm, Average Run Time, Success Rate, Average Cost, Ratio 
CCBS, 2.07377511660258, 93.33333333333333%, 69.86666666666666 to 69.86666666666666, 1.0
ODA-queue, 4.889871271451314, 33.33333333333333%, 24.4 to 24.4, 2.3579563822051655
