Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,9,10637296,4,60,36.086097240448,0.004987001419067383,83,157,74,83,83,157,74,83,0.0,min,True
2,96372106,9,10637297,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
3,96372106,9,10637298,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
4,96372106,9,10637299,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
5,96372106,9,10637300,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
6,96372106,9,10637301,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
7,96372106,9,10637302,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
8,96372106,9,10637303,4,60,49.431376695632935,0.005982637405395508,92,170,78,92,92,170,78,92,0.0,min,True
9,96372106,9,10637304,4,60,122.78183436393738,0.004986286163330078,75,146,71,75,75,146,71,75,0.0,min,True
10,96372106,9,10637305,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
11,96372106,9,10637306,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
12,96372106,9,10637307,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
13,96372106,9,10637308,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
14,96372106,9,10637309,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
15,96372106,9,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
16,96372106,9,10637311,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,min,True
