Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication
1,96372106,9,10637296,2,60,0.8267560005187988,0.010092020034790039,66,93,27,81,80,80,0,80,1.0,uniform,Min Worst Case,False
2,96372106,9,10637297,2,60,0.17655634880065918,0.010730981826782227,80,107,27,96,96,96,0,96,1.0,uniform,Min Worst Case,False
3,96372106,9,10637298,2,60,20.892958641052246,0.009470939636230469,76,103,27,90,89,89,0,89,1.0,uniform,Min Worst Case,False
4,96372106,9,10637299,2,60,1.010406732559204,0.015462636947631836,82,115,33,95,94,94,0,94,1.0,uniform,Min Worst Case,False
5,96372106,9,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
6,96372106,9,10637301,2,60,29.389296054840088,0.011825799942016602,61,90,29,72,71,71,0,71,1.0,uniform,Min Worst Case,False
7,96372106,9,10637302,2,60,4.91866660118103,0.01563739776611328,91,130,39,110,109,109,0,109,1.0,uniform,Min Worst Case,False
8,96372106,9,10637303,2,60,0.012027502059936523,0.00856637954711914,57,95,38,77,76,76,0,76,1.0,uniform,Min Worst Case,False
9,96372106,9,10637304,2,60,0.014070510864257812,0.006741046905517578,57,80,23,66,66,66,0,66,1.0,uniform,Min Worst Case,False
10,96372106,9,10637305,2,60,20.482744216918945,0.01432347297668457,83,119,36,103,99,99,0,99,1.0,uniform,Min Worst Case,False
11,96372106,9,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
12,96372106,9,10637307,2,60,3.882261276245117,0.011883258819580078,84,117,33,104,102,102,0,102,1.0,uniform,Min Worst Case,False
13,96372106,9,10637308,2,60,4.530644178390503,0.014798164367675781,86,126,40,108,105,105,0,105,1.0,uniform,Min Worst Case,False
14,96372106,9,10637309,2,60,0.036643266677856445,0.0136260986328125,78,109,31,90,90,90,0,90,1.0,uniform,Min Worst Case,False
15,96372106,9,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
16,96372106,9,10637311,2,60,0.46877479553222656,0.00934457778930664,76,109,33,90,89,89,0,89,1.0,uniform,Min Worst Case,False
17,96372106,9,10637312,2,60,1.6880602836608887,0.008974552154541016,63,88,25,78,78,78,0,78,1.0,uniform,Min Worst Case,False
18,96372106,9,10637313,2,60,0.41280126571655273,0.01073765754699707,77,118,41,99,98,98,0,98,1.0,uniform,Min Worst Case,False
19,96372106,9,10637314,2,60,3.731394052505493,0.014570474624633789,91,125,34,107,106,106,0,106,1.0,uniform,Min Worst Case,False
20,96372106,9,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
21,96372106,9,10637316,2,60,0.6052055358886719,0.01110386848449707,83,117,34,103,103,103,0,103,1.0,uniform,Min Worst Case,False
22,96372106,9,10637317,2,60,0.01974773406982422,0.010522127151489258,76,111,35,96,96,96,0,96,1.0,uniform,Min Worst Case,False
23,96372106,9,10637318,2,60,0.00534820556640625,0.0068302154541015625,58,90,32,72,71,71,0,71,1.0,uniform,Min Worst Case,False
24,96372106,9,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
25,96372106,9,10637320,2,60,0.03368425369262695,0.006357431411743164,57,88,31,68,67,67,0,67,1.0,uniform,Min Worst Case,False
26,96372106,9,10637321,2,60,0.03967428207397461,0.00754857063293457,67,99,32,83,82,82,0,82,1.0,uniform,Min Worst Case,False
27,96372106,9,10637322,2,60,2.8761138916015625,0.013961553573608398,80,107,27,91,90,90,0,90,1.0,uniform,Min Worst Case,False
28,96372106,9,10637323,2,60,3.9238221645355225,0.019352436065673828,88,113,25,102,101,101,0,101,1.0,uniform,Min Worst Case,False
29,96372106,9,10637324,2,60,0.1437520980834961,0.007476329803466797,56,82,26,69,69,69,0,69,1.0,uniform,Min Worst Case,False
30,96372106,9,10637325,2,60,1.57259202003479,0.010184049606323242,79,106,27,88,86,86,0,86,1.0,uniform,Min Worst Case,False
31,96372106,9,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
32,96372106,9,10637327,2,60,0.021405696868896484,0.007688283920288086,62,91,29,74,71,71,0,71,1.0,uniform,Min Worst Case,False
33,96372106,9,10637328,2,60,0.06024622917175293,0.008636713027954102,71,98,27,81,81,81,0,81,1.0,uniform,Min Worst Case,False
34,96372106,9,10637329,2,60,0.04459881782531738,0.010247230529785156,77,112,35,94,93,93,0,93,1.0,uniform,Min Worst Case,False
35,96372106,9,10637330,2,60,5.465359926223755,0.010894298553466797,76,113,37,97,97,97,0,97,1.0,uniform,Min Worst Case,False
36,96372106,9,10637331,2,60,0.18923044204711914,0.008740663528442383,64,92,28,80,79,79,0,79,1.0,uniform,Min Worst Case,False
37,96372106,9,10637332,2,60,0.19199013710021973,0.007510185241699219,55,75,20,63,61,61,0,61,1.0,uniform,Min Worst Case,False
38,96372106,9,10637333,2,60,0.5997326374053955,0.01047968864440918,75,105,30,89,88,88,0,88,1.0,uniform,Min Worst Case,False
39,96372106,9,10637334,2,60,0.07176566123962402,0.008352518081665039,76,109,33,95,92,92,0,92,1.0,uniform,Min Worst Case,False
40,96372106,9,10637335,2,60,0.05766129493713379,0.009883403778076172,68,100,32,81,80,80,0,80,1.0,uniform,Min Worst Case,False
41,96372106,9,10637336,2,60,21.1596462726593,0.01801753044128418,97,137,40,119,119,119,0,119,1.0,uniform,Min Worst Case,False
42,96372106,9,10637337,2,60,0.013854742050170898,0.006609678268432617,55,77,22,67,67,67,0,67,1.0,uniform,Min Worst Case,False
43,96372106,9,10637338,2,60,23.991657733917236,0.01352381706237793,67,96,29,82,82,82,0,82,1.0,uniform,Min Worst Case,False
44,96372106,9,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
45,96372106,9,10637340,2,60,49.77704930305481,0.0092315673828125,65,99,34,86,85,85,0,85,1.0,uniform,Min Worst Case,False
46,96372106,9,10637341,2,60,0.017661333084106445,0.008327484130859375,60,93,33,75,75,75,0,75,1.0,uniform,Min Worst Case,False
47,96372106,9,10637342,2,60,0.11233782768249512,0.00994253158569336,76,111,35,93,93,93,0,93,1.0,uniform,Min Worst Case,False
48,96372106,9,10637343,2,60,23.643516778945923,0.009036540985107422,58,91,33,75,75,75,0,75,1.0,uniform,Min Worst Case,False
49,96372106,9,10637344,2,60,3.0677521228790283,0.010489940643310547,70,102,32,85,84,84,0,84,1.0,uniform,Min Worst Case,False
50,96372106,9,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,uniform,Min Worst Case,False
