Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,9,10637296,2,60,0.3386828899383545,0.009780406951904297,58,99,41,99,99,99,0,99,1.0,max,Min Best Case,False,55,91
2,96372106,9,10637297,2,60,278.9133553504944,0.011706113815307617,78,109,31,109,109,109,0,109,1.0,max,Min Best Case,False,68,121
3,96372106,9,10637298,2,60,71.74682807922363,0.009631156921386719,74,115,41,115,115,115,0,115,1.0,max,Min Best Case,False,63,99
4,96372106,9,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
5,96372106,9,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
6,96372106,9,10637301,2,60,2.7833831310272217,0.011332988739013672,55,97,42,97,97,97,0,97,1.0,max,Min Best Case,False,48,86
7,96372106,9,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
8,96372106,9,10637303,2,60,0.013455867767333984,0.008080482482910156,56,97,41,97,95,95,0,95,1.0,max,Min Best Case,False,53,96
9,96372106,9,10637304,2,60,0.04136013984680176,0.0073087215423583984,57,84,27,84,81,81,0,81,1.0,max,Min Best Case,False,52,83
10,96372106,9,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
11,96372106,9,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
12,96372106,9,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
13,96372106,9,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
14,96372106,9,10637309,2,60,5.17031192779541,0.010649442672729492,74,108,34,108,107,107,0,107,1.0,max,Min Best Case,False,66,108
15,96372106,9,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
16,96372106,9,10637311,2,60,0.6128113269805908,0.008496761322021484,71,107,36,107,107,107,0,107,1.0,max,Min Best Case,False,65,106
17,96372106,9,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
18,96372106,9,10637313,2,60,7.829660415649414,0.010362386703491211,77,118,41,118,117,117,0,117,1.0,max,Min Best Case,False,68,123
19,96372106,9,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
20,96372106,9,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Best Case,False,-1,-1
