Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,9,10637296,0,60,0.011397361755371094,0.002348184585571289,45,45,0,45,45,45,0,45,1.0,max,Min Worst Case,True,45,45
2,96372106,9,10637297,0,60,0.013931989669799805,0.0023539066314697266,52,52,0,52,52,52,0,52,1.0,max,Min Worst Case,True,52,52
3,96372106,9,10637298,0,60,0.0040416717529296875,0.0020024776458740234,49,49,0,49,49,49,0,49,1.0,max,Min Worst Case,True,48,48
4,96372106,9,10637299,0,60,0.004277467727661133,0.0020105838775634766,56,56,0,56,56,56,0,56,1.0,max,Min Worst Case,True,56,56
5,96372106,9,10637300,0,60,0.05758953094482422,0.002293109893798828,64,64,0,64,64,64,0,64,1.0,max,Min Worst Case,True,64,64
6,96372106,9,10637301,0,60,0.006438255310058594,0.0025908946990966797,41,41,0,41,41,41,0,41,1.0,max,Min Worst Case,True,41,41
7,96372106,9,10637302,0,60,0.007133007049560547,0.0026133060455322266,62,62,0,62,62,62,0,62,1.0,max,Min Worst Case,True,62,62
8,96372106,9,10637303,0,60,0.008658170700073242,0.002201080322265625,46,46,0,46,46,46,0,46,1.0,max,Min Worst Case,True,46,46
9,96372106,9,10637304,0,60,0.002524852752685547,0.0018472671508789062,38,38,0,38,38,38,0,38,1.0,max,Min Worst Case,True,38,38
10,96372106,9,10637305,0,60,0.03253579139709473,0.0025899410247802734,53,53,0,53,53,53,0,53,1.0,max,Min Worst Case,True,51,51
11,96372106,9,10637306,0,60,0.00720667839050293,0.0025386810302734375,51,51,0,51,51,51,0,51,1.0,max,Min Worst Case,True,51,51
12,96372106,9,10637307,0,60,0.014062643051147461,0.0022356510162353516,52,52,0,52,52,52,0,52,1.0,max,Min Worst Case,True,51,51
13,96372106,9,10637308,0,60,0.011463642120361328,0.002218484878540039,59,59,0,59,59,59,0,59,1.0,max,Min Worst Case,True,59,59
14,96372106,9,10637309,0,60,0.017083406448364258,0.002242565155029297,51,51,0,51,51,51,0,51,1.0,max,Min Worst Case,True,50,50
15,96372106,9,10637310,0,60,0.016930818557739258,0.002772092819213867,55,55,0,55,55,55,0,55,1.0,max,Min Worst Case,True,54,54
16,96372106,9,10637311,0,60,0.005666494369506836,0.003244161605834961,52,52,0,52,52,52,0,52,1.0,max,Min Worst Case,True,52,52
17,96372106,9,10637312,0,60,0.06597542762756348,0.0019233226776123047,43,43,0,43,43,43,0,43,1.0,max,Min Worst Case,True,40,40
18,96372106,9,10637313,0,60,0.011059045791625977,0.0028853416442871094,55,55,0,55,55,55,0,55,1.0,max,Min Worst Case,True,55,55
19,96372106,9,10637314,0,60,2.34211802482605,0.0022232532501220703,57,57,0,57,57,57,0,57,1.0,max,Min Worst Case,True,55,55
20,96372106,9,10637315,0,60,0.03034806251525879,0.002798795700073242,67,67,0,67,67,67,0,67,1.0,max,Min Worst Case,True,67,67
21,96372106,9,10637316,0,60,0.01536417007446289,0.002405881881713867,54,54,0,54,54,54,0,54,1.0,max,Min Worst Case,True,54,54
22,96372106,9,10637317,0,60,0.0058133602142333984,0.002212047576904297,54,54,0,54,54,54,0,54,1.0,max,Min Worst Case,True,54,54
23,96372106,9,10637318,0,60,0.002575397491455078,0.0019240379333496094,42,42,0,42,42,42,0,42,1.0,max,Min Worst Case,True,42,42
24,96372106,9,10637319,0,60,0.4507629871368408,0.0025873184204101562,55,55,0,55,55,55,0,55,1.0,max,Min Worst Case,True,53,53
25,96372106,9,10637320,0,60,0.002929210662841797,0.0021228790283203125,40,40,0,40,40,40,0,40,1.0,max,Min Worst Case,True,40,40
26,96372106,9,10637321,0,60,0.014540672302246094,0.0019342899322509766,46,46,0,46,46,46,0,46,1.0,max,Min Worst Case,True,45,45
27,96372106,9,10637322,0,60,0.03519082069396973,0.0026586055755615234,53,53,0,53,53,53,0,53,1.0,max,Min Worst Case,True,51,51
28,96372106,9,10637323,0,60,0.22452616691589355,0.003119230270385742,59,59,0,59,59,59,0,59,1.0,max,Min Worst Case,True,58,58
29,96372106,9,10637324,0,60,0.0074498653411865234,0.0020847320556640625,39,39,0,39,39,39,0,39,1.0,max,Min Worst Case,True,38,38
30,96372106,9,10637325,0,60,0.006545305252075195,0.0019469261169433594,47,47,0,47,47,47,0,47,1.0,max,Min Worst Case,True,47,47
31,96372106,9,10637326,0,60,0.02715134620666504,0.002411365509033203,55,55,0,55,55,55,0,55,1.0,max,Min Worst Case,True,55,55
32,96372106,9,10637327,0,60,0.0023114681243896484,0.0016922950744628906,44,44,0,44,44,44,0,44,1.0,max,Min Worst Case,True,44,44
33,96372106,9,10637328,0,60,0.12050795555114746,0.002134084701538086,49,49,0,49,49,49,0,49,1.0,max,Min Worst Case,True,47,47
34,96372106,9,10637329,0,60,0.006646394729614258,0.0022079944610595703,52,52,0,52,52,52,0,52,1.0,max,Min Worst Case,True,52,52
35,96372106,9,10637330,0,60,0.004422426223754883,0.0021805763244628906,54,54,0,54,54,54,0,54,1.0,max,Min Worst Case,True,54,54
36,96372106,9,10637331,0,60,0.006475210189819336,0.0018470287322998047,42,42,0,42,42,42,0,42,1.0,max,Min Worst Case,True,42,42
37,96372106,9,10637332,0,60,0.004298686981201172,0.0016665458679199219,37,37,0,37,37,37,0,37,1.0,max,Min Worst Case,True,37,37
38,96372106,9,10637333,0,60,0.0030961036682128906,0.0023910999298095703,49,49,0,49,49,49,0,49,1.0,max,Min Worst Case,True,49,49
39,96372106,9,10637334,0,60,0.010489940643310547,0.001848459243774414,50,50,0,50,50,50,0,50,1.0,max,Min Worst Case,True,48,48
40,96372106,9,10637335,0,60,0.0029098987579345703,0.0025343894958496094,42,42,0,42,42,42,0,42,1.0,max,Min Worst Case,True,42,42
41,96372106,9,10637336,0,60,0.0085601806640625,0.002572774887084961,67,67,0,67,67,67,0,67,1.0,max,Min Worst Case,True,67,67
42,96372106,9,10637337,0,60,0.007203578948974609,0.002256631851196289,38,38,0,38,38,38,0,38,1.0,max,Min Worst Case,True,38,38
43,96372106,9,10637338,0,60,0.00403285026550293,0.002216339111328125,50,50,0,50,50,50,0,50,1.0,max,Min Worst Case,True,50,50
44,96372106,9,10637339,0,60,0.014597415924072266,0.0026471614837646484,61,61,0,61,61,61,0,61,1.0,max,Min Worst Case,True,59,59
45,96372106,9,10637340,0,60,0.09712815284729004,0.0023305416107177734,45,45,0,45,45,45,0,45,1.0,max,Min Worst Case,True,42,42
46,96372106,9,10637341,0,60,0.0065462589263916016,0.002053499221801758,48,48,0,48,48,48,0,48,1.0,max,Min Worst Case,True,46,46
47,96372106,9,10637342,0,60,0.015201330184936523,0.0020089149475097656,51,51,0,51,51,51,0,51,1.0,max,Min Worst Case,True,51,51
48,96372106,9,10637343,0,60,0.004472494125366211,0.001994609832763672,43,43,0,43,43,43,0,43,1.0,max,Min Worst Case,True,42,42
49,96372106,9,10637344,0,60,0.12482094764709473,0.0025670528411865234,48,48,0,48,48,48,0,48,1.0,max,Min Worst Case,True,47,47
50,96372106,9,10637345,0,60,0.009139537811279297,0.0026018619537353516,59,59,0,59,59,59,0,59,1.0,max,Min Worst Case,True,59,59
