Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,9,10637296,2,60,2.4329891204833984,0.5060908794403076,58,99,41,58,58,70,12,58,0.5,uniform,False
2,96372106,9,10637297,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
3,96372106,9,10637298,2,60,273.5118806362152,5.828596830368042,74,115,41,74,73,74,1,73,0.5,uniform,False
4,96372106,9,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
5,96372106,9,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
6,96372106,9,10637301,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
7,96372106,9,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
8,96372106,9,10637303,2,60,0.3423333168029785,0.18840694427490234,56,97,41,56,57,63,6,57,0.5,uniform,False
9,96372106,9,10637304,2,60,0.964653491973877,0.18319272994995117,57,84,27,57,56,57,1,56,0.5,uniform,False
10,96372106,9,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
11,96372106,9,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
12,96372106,9,10637307,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
13,96372106,9,10637308,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
14,96372106,9,10637309,2,60,117.54634737968445,0.23974919319152832,74,108,34,74,73,82,9,73,0.5,uniform,False
15,96372106,9,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
16,96372106,9,10637311,2,60,5.505885362625122,0.07976269721984863,71,107,36,71,70,75,5,70,0.5,uniform,False
17,96372106,9,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
18,96372106,9,10637313,2,60,62.51621913909912,0.23212838172912598,77,118,41,77,75,78,3,75,0.5,uniform,False
19,96372106,9,10637314,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
20,96372106,9,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
21,96372106,9,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
22,96372106,9,10637317,2,60,1.1896460056304932,0.2512345314025879,75,112,37,75,75,82,7,75,0.5,uniform,False
23,96372106,9,10637318,2,60,5.912090063095093,0.12320518493652344,58,90,32,58,57,64,7,57,0.5,uniform,False
24,96372106,9,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
25,96372106,9,10637320,2,60,0.6255733966827393,0.30034923553466797,57,88,31,57,57,71,14,57,0.5,uniform,False
26,96372106,9,10637321,2,60,26.746602058410645,0.26732921600341797,65,106,41,65,65,66,1,65,0.5,uniform,False
27,96372106,9,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
28,96372106,9,10637323,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
29,96372106,9,10637324,2,60,15.097467422485352,0.26593899726867676,56,82,26,56,55,58,3,55,0.5,uniform,False
30,96372106,9,10637325,2,60,23.042539834976196,1.8022456169128418,71,115,44,71,75,79,4,75,0.5,uniform,False
31,96372106,9,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
32,96372106,9,10637327,2,60,0.07224678993225098,0.5215511322021484,58,94,36,58,61,62,1,61,0.5,uniform,False
33,96372106,9,10637328,2,60,274.6923863887787,0.5807890892028809,69,104,35,69,68,78,10,68,0.5,uniform,False
34,96372106,9,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
35,96372106,9,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,uniform,False
36,96372106,9,10637331,2,60,56.02456712722778,0.16076302528381348,61,96,35,61,62,72,10,62,0.5,uniform,False
37,96372106,9,10637332,2,60,1.9017071723937988,0.11952543258666992,51,77,26,51,51,51,0,51,0.5,uniform,False
38,96372106,9,10637333,2,60,160.4951753616333,0.0495762825012207,70,109,39,70,70,78,8,70,0.5,uniform,False
39,96372106,9,10637334,2,60,24.41314196586609,0.2517397403717041,75,108,33,75,73,78,5,73,0.5,uniform,False
