Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,2,10637296,4,60,0.006955385208129883,0.10671401023864746,147,280,133,280,280,280,0,280,1.0,max,Min Worst Case,False,147,280
2,96372106,2,10637297,4,60,0.0029730796813964844,0.028921842575073242,120,201,81,201,201,201,0,201,1.0,max,Min Worst Case,False,120,201
3,96372106,2,10637298,4,60,0.003988981246948242,0.07928252220153809,153,268,115,268,268,268,0,268,1.0,max,Min Worst Case,False,153,268
4,96372106,2,10637299,4,60,0.003017902374267578,0.03291010856628418,134,207,73,207,207,207,0,207,1.0,max,Min Worst Case,False,134,207
5,96372106,2,10637300,4,60,0.0029795169830322266,0.05487632751464844,156,248,92,248,248,248,0,248,1.0,max,Min Worst Case,False,156,248
6,96372106,2,10637301,4,60,0.0039937496185302734,0.12566828727722168,191,298,107,298,298,298,0,298,1.0,max,Min Worst Case,False,191,298
7,96372106,2,10637302,4,60,0.001994609832763672,0.019944190979003906,90,147,57,147,147,147,0,147,1.0,max,Min Worst Case,False,90,147
8,96372106,2,10637303,4,60,0.0019936561584472656,0.01795196533203125,68,108,40,108,108,108,0,108,1.0,max,Min Worst Case,False,68,108
9,96372106,2,10637304,4,60,0.001991748809814453,0.012967586517333984,93,151,58,151,151,151,0,151,1.0,max,Min Worst Case,False,93,151
10,96372106,2,10637305,4,60,0.0029900074005126953,0.05736398696899414,159,263,104,263,263,263,0,263,1.0,max,Min Worst Case,False,159,263
11,96372106,2,10637306,4,60,0.0009980201721191406,0.011944055557250977,61,109,48,109,109,109,0,109,1.0,max,Min Worst Case,False,61,109
12,96372106,2,10637307,4,60,0.0039942264556884766,0.04440641403198242,127,216,89,216,216,216,0,216,1.0,max,Min Worst Case,False,127,216
13,96372106,2,10637308,4,60,0.06186628341674805,0.12920761108398438,236,415,179,415,415,415,0,415,1.0,max,Min Worst Case,False,235,430
14,96372106,2,10637309,4,60,0.0009946823120117188,0.010945558547973633,40,81,41,81,81,81,0,81,1.0,max,Min Worst Case,False,40,81
15,96372106,2,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False,-1,-1
16,96372106,2,10637311,4,60,0.0009834766387939453,0.017978191375732422,46,87,41,87,87,87,0,87,1.0,max,Min Worst Case,False,46,87
17,96372106,2,10637312,4,60,0.003978729248046875,0.10471892356872559,186,339,153,339,339,339,0,339,1.0,max,Min Worst Case,False,186,339
18,96372106,2,10637313,4,60,0.20143556594848633,0.12366890907287598,216,362,146,362,362,362,0,362,1.0,max,Min Worst Case,False,213,368
19,96372106,2,10637314,4,60,0.007978439331054688,0.12067890167236328,171,295,124,295,295,295,0,295,1.0,max,Min Worst Case,False,171,295
20,96372106,2,10637315,4,60,0.0009970664978027344,0.006977558135986328,45,77,32,77,77,77,0,77,1.0,max,Min Worst Case,False,45,77
21,96372106,2,10637316,4,60,0.005983829498291016,0.19547581672668457,204,371,167,371,371,371,0,371,1.0,max,Min Worst Case,False,204,371
22,96372106,2,10637317,4,60,0.001994609832763672,0.027913570404052734,100,190,90,190,190,190,0,190,1.0,max,Min Worst Case,False,100,190
23,96372106,2,10637318,4,60,0.0019686222076416016,0.02991795539855957,85,167,82,167,167,167,0,167,1.0,max,Min Worst Case,False,85,167
24,96372106,2,10637319,4,60,0.001990795135498047,0.017952680587768555,71,122,51,122,122,122,0,122,1.0,max,Min Worst Case,False,71,122
25,96372106,2,10637320,4,60,0.001965045928955078,0.0299074649810791,103,163,60,163,163,163,0,163,1.0,max,Min Worst Case,False,103,163
26,96372106,2,10637321,4,60,0.0029916763305664062,0.07680249214172363,198,324,126,324,324,324,0,324,1.0,max,Min Worst Case,False,198,324
27,96372106,2,10637322,4,60,0.0029973983764648438,0.03693962097167969,124,185,61,185,185,185,0,185,1.0,max,Min Worst Case,False,124,185
28,96372106,2,10637323,4,60,0.003977060317993164,0.10680818557739258,146,239,93,239,239,239,0,239,1.0,max,Min Worst Case,False,146,239
29,96372106,2,10637324,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,max,Min Worst Case,False,-1,-1
30,96372106,2,10637325,4,60,0.002992391586303711,0.027923583984375,105,188,83,188,188,188,0,188,1.0,max,Min Worst Case,False,105,188
31,96372106,2,10637326,4,60,0.001995563507080078,0.01994609832763672,76,154,78,154,154,154,0,154,1.0,max,Min Worst Case,False,76,154
32,96372106,2,10637327,4,60,0.0019948482513427734,0.011000633239746094,86,133,47,133,133,133,0,133,1.0,max,Min Worst Case,False,86,133
33,96372106,2,10637328,4,60,0.0010347366333007812,0.005011320114135742,42,76,34,76,76,76,0,76,1.0,max,Min Worst Case,False,42,76
34,96372106,2,10637329,4,60,0.0009999275207519531,0.01410818099975586,60,108,48,108,108,108,0,108,1.0,max,Min Worst Case,False,60,108
35,96372106,2,10637330,4,60,0.0019927024841308594,0.013974428176879883,62,91,29,91,91,91,0,91,1.0,max,Min Worst Case,False,62,91
36,96372106,2,10637331,4,60,0.0029914379119873047,0.031914472579956055,93,166,73,166,166,166,0,166,1.0,max,Min Worst Case,False,93,166
37,96372106,2,10637332,4,60,0.0009975433349609375,0.010009765625,56,96,40,96,96,96,0,96,1.0,max,Min Worst Case,False,56,96
38,96372106,2,10637333,4,60,0.001996755599975586,0.03394651412963867,97,166,69,166,166,166,0,166,1.0,max,Min Worst Case,False,97,166
39,96372106,2,10637334,4,60,0.0019948482513427734,0.043869972229003906,116,200,84,200,200,200,0,200,1.0,max,Min Worst Case,False,116,200
